listing_id,date
6144877,2015-06-21
6144877,2015-08-19
6144877,2016-05-30
6144877,2016-06-10
11944035,2016-05-12
3844121,2014-12-25
3844121,2014-12-30
3844121,2015-01-02
3844121,2015-06-15
3844121,2015-07-11
3844121,2015-08-01
3844121,2015-08-04
3844121,2015-08-15
3844121,2015-09-01
3844121,2015-09-05
3844121,2016-07-04
3629046,2014-07-29
4930955,2015-02-17
4930955,2015-02-28
4930955,2015-03-08
4930955,2015-03-10
4930955,2015-03-15
4930955,2015-04-01
4930955,2015-04-13
4930955,2015-05-04
4930955,2015-05-19
4930955,2015-05-25
4930955,2015-06-21
4930955,2015-06-29
4930955,2015-07-06
4930955,2015-07-11
4930955,2015-07-13
4930955,2015-07-21
4930955,2015-07-24
4930955,2015-07-26
4930955,2015-07-27
4930955,2015-08-14
4930955,2015-08-18
4930955,2015-08-30
4930955,2016-02-16
4930955,2016-03-12
4930955,2016-03-16
4930955,2016-03-19
4930955,2016-03-20
4930955,2016-03-23
4930955,2016-03-28
4930955,2016-03-30
4930955,2016-04-08
4930955,2016-04-11
4930955,2016-04-17
4930955,2016-05-04
4930955,2016-05-04
4930955,2016-05-06
4930955,2016-05-08
4930955,2016-05-15
4930955,2016-05-22
4930955,2016-06-19
4930955,2016-07-02
3371998,2015-04-29
3371998,2015-08-01
3371998,2015-09-01
13466777,2016-06-27
13466777,2016-07-05
12051930,2016-05-21
12051930,2016-05-22
12051930,2016-05-29
1577427,2013-10-01
1577427,2013-11-05
1577427,2013-11-12
1577427,2013-12-14
1577427,2013-12-19
1577427,2014-01-08
1577427,2014-01-22
1577427,2014-02-02
1577427,2014-02-04
1577427,2014-05-10
1577427,2014-05-16
1577427,2014-05-21
1577427,2014-05-25
1577427,2014-06-02
1577427,2014-06-20
1577427,2014-07-08
1577427,2014-08-05
1577427,2014-08-08
1577427,2014-08-11
1577427,2014-09-02
1577427,2014-09-19
1577427,2014-10-25
1577427,2014-12-25
1577427,2015-01-12
1577427,2015-01-17
1577427,2015-02-01
1577427,2015-02-15
1577427,2015-03-08
1577427,2015-03-14
1577427,2015-03-26
1577427,2015-04-19
1577427,2015-04-26
1577427,2015-05-08
1577427,2015-05-10
1577427,2015-05-15
1577427,2015-05-22
1577427,2015-06-15
1577427,2015-06-19
1577427,2015-06-22
1577427,2015-06-27
1577427,2015-06-28
1577427,2015-07-03
1577427,2015-07-05
1577427,2015-08-16
1577427,2015-10-03
1577427,2015-10-10
1577427,2015-11-13
1577427,2015-12-01
1577427,2015-12-23
1577427,2016-02-07
1577427,2016-02-14
1577427,2016-02-21
1577427,2016-03-20
1577427,2016-04-23
1577427,2016-05-09
1577427,2016-05-26
1577427,2016-06-01
10037835,2015-12-20
10037835,2015-12-21
10037835,2016-01-02
10037835,2016-01-17
10037835,2016-01-24
10037835,2016-02-12
10037835,2016-02-15
10037835,2016-03-06
10037835,2016-03-10
10037835,2016-03-27
10037835,2016-03-30
10037835,2016-04-06
10037835,2016-04-19
10037835,2016-04-29
10037835,2016-05-04
10037835,2016-05-08
10037835,2016-05-23
10037835,2016-07-02
7224819,2015-07-12
7224819,2015-07-20
7224819,2015-07-27
7224819,2015-08-31
7224819,2015-09-21
7224819,2015-10-05
7224819,2015-10-12
7224819,2015-11-11
7224819,2015-12-27
